,date,username,geo,text,likes,retweets,hashtags
0,2019-08-07 00:58:46+00:00,gmanews_sports,,"Lowry thrilled for Leonard, but wants to stay in Torontohttp://bit.ly/2GQTDLD",2,0,
0,2019-08-06 14:05:08+00:00,gmanews_sports,,President Rodrigo Duterte weighed in on the chances of the Gilas Pilipinas in the 2019 FIBA World Cup slated later this month in China. http://bit.ly/2YOtxPA Your thoughts?pic.twitter.com/ElIOnO6wyn,18,2,
0,2019-08-06 05:46:04+00:00,gmanews_sports,,Mark Sangiao lauds Danny Kingad as Team Lakay's hero at ONE: Dawn of Heroeshttp://bit.ly/2T74jdY,3,0,
0,2019-08-04 12:59:07+00:00,gmanews_sports,,"JUST IN: TNT draws first blood against SMB in #PBAFinals, 109-96. (Photos: PBA Media Group)pic.twitter.com/42UcK5UHC3",40,7,#PBAFinals
0,2019-08-03 01:12:58+00:00,gmanews_sports,,Carmelo Anthony was not quite ready to say goodbye to the NBA last season.http://bit.ly/2yL9IhL,29,2,
0,2019-08-02 15:34:49+00:00,gmanews_sports,,Demetrious Johnson punches his ticket to ONE flyweight grand prix finalshttp://bit.ly/2T37FyK,1,0,
0,2019-08-02 14:09:34+00:00,gmanews_sports,,Danny Kingad wins by razor thin split decision to advance to GP finalshttp://bit.ly/2GKk4md,20,5,
0,2019-08-02 13:31:20+00:00,gmanews_sports,,Check out the schedule for the PBA 2019 Commissioner's Cup Finals. | @pbaconnecthttps://twitter.com/pbaconnect/status/1157278807679614977 …,2,0,
0,2019-08-02 13:30:00+00:00,gmanews_sports,,"SMB books ticket to the #PBAFinals with win over Rain or Shine, 98-95. (Photos: PBA Media Group) SMB will face TNT in the Commissioner's Cup Finals which will start on Sunday.pic.twitter.com/N4Jvq9GVho",52,5,#PBAFinals
0,2019-08-02 12:52:40+00:00,gmanews_sports,,Yuya Wakamatsu knocks out Geje Eustaquio in round onehttp://bit.ly/2KeHbaJ,10,1,
0,2019-08-02 12:43:57+00:00,gmanews_sports,,Dae Sung Park outslugs Honorio Banario at ONE: Dawn of Heroeshttp://bit.ly/2LVnKWD,5,2,
0,2019-08-02 11:23:13+00:00,gmanews_sports,,Edward Kelly takes first loss for Team Lakay after illegal blows in 2http://bit.ly/2YxQCpG,10,2,
0,2019-08-02 03:09:38+00:00,gmanews_sports,,Warriors’ Thompson dealing with ‘the pain of sports'http://bit.ly/2OJrmgG,27,3,
0,2019-08-02 01:59:15+00:00,gmanews_sports,,"Hall of Fame point guard and former NBA head coach Jason Kidd joined the Los Angeles Lakers' coaching staff, the team announced.http://bit.ly/2OBlUfH",5,0,
0,2019-08-01 13:16:46+00:00,gmanews_sports,,Finals-bound!https://twitter.com/pbaconnect/status/1156916552937005057 …,4,1,
0,2019-08-01 13:16:22+00:00,gmanews_sports,,"TNT KaTropa advances to the PBA Commissioner’s Cup Finals, dethrones Barangay Ginebra in Game 4 of #PBASemis, 103-92. (Photos: PBA Media Group)pic.twitter.com/3impjQIh9j",10,3,#PBASemis
0,2019-07-31 13:33:19+00:00,gmanews_sports,,"Rain or Shine takes Game 3 of #PBASemis against SMB, 112-104. SMB leads the series, 2-1. (Photos: PBA Media Group)pic.twitter.com/8fLIn4dRaX",7,0,#PBASemis
0,2019-07-31 10:36:31+00:00,gmanews_sports,,Eddie Alvarez looks to exploit Eduard Folayang's weaknesses at ONE: DAWN OF HEROEShttp://bit.ly/2ZmTvLc,9,2,
0,2019-07-31 08:13:20+00:00,gmanews_sports,,Demetrious Johnson will keep a close eye on Kingad versus McLaren fighthttp://bit.ly/2YujizH,2,0,
0,2019-07-31 03:29:20+00:00,gmanews_sports,,"Portland Trail Blazers guard CJ McCollum agreed to a three-year contract extension Tuesday, the team announced.http://bit.ly/317RKlz",16,2,
0,2019-07-30 13:47:23+00:00,gmanews_sports,,"Barangay Ginebra takes Game 3 against TNT, 80-72. TNT with the advantage in the series, 2-1. #PBASemis (Photos: PBA Media Group)pic.twitter.com/BHSDJjmez6",13,3,#PBASemis
0,2019-07-30 11:35:58+00:00,gmanews_sports,,‘Linsanity’ star Jeremy Lin in tears as he hits ‘rock bottom’http://bit.ly/2OnZ9LR,0,0,
0,2019-07-29 13:10:21+00:00,gmanews_sports,,"SMB a win away from #PBACommsCup Finals after victory over Rain or Shine, 117-105. Chris Ross lists 34 pts (10/16 3-pm). (Photos: PBA Media Group)pic.twitter.com/4fIdauAdzL",137,20,#PBACommsCup
0,2019-07-28 12:18:17+00:00,gmanews_sports,,"TNT routs Barangay Ginebra, 88-71, to take 2-0 series lead #PBASemis (Photos: PBA Media Group)pic.twitter.com/9bCAPhiCfO",48,4,#PBASemis
0,2019-07-28 10:08:47+00:00,gmanews_sports,,Cavite Rep. Bambol Tolentino wins PHL Olympic Committee presidencyhttp://bit.ly/2K6HnaU,16,2,
0,2019-07-27 12:50:02+00:00,gmanews_sports,,"SMB takes Game 1 of #PBAsemis against Rain or Shine, 111-105. (Photos: PBA Media Group)pic.twitter.com/JSrEqIjocK",31,2,#PBAsemis
0,2019-07-26 19:44:55+00:00,gmanews_sports,,Westbrook in Houston!https://twitter.com/HoustonRockets/status/1154822131018031104 …,3,0,
0,2019-07-26 13:17:31+00:00,gmanews_sports,,"TNT KaTropa draws first blood against Barangay Ginebra in #PBASemis, 95-92. (Photos: PBA Media Group)pic.twitter.com/SgCQe5qRIj",45,5,#PBASemis
0,2019-07-25 13:48:53+00:00,gmanews_sports,,"Rain or Shine wins over Blackwater, 85-83, to advance to the semis #PBACommsCup (Photos: PBA Media Group)pic.twitter.com/KH6RUamlJZ",3,0,#PBACommsCup
0,2019-07-25 07:28:23+00:00,gmanews_sports,,2020 Tokyo Olympics medal designer basks in sudden famehttp://bit.ly/2MdErvF,7,0,
0,2019-07-24 19:55:47+00:00,gmanews_sports,,Paul George now with the Clippers!https://twitter.com/LAClippers/status/1154051109322809346 …,0,0,
0,2019-07-24 19:55:28+00:00,gmanews_sports,,"Welcome to the LA Clippers, Kawhi!https://twitter.com/LAClippers/status/1154043559328309249 …",0,0,
0,2019-07-24 13:23:54+00:00,gmanews_sports,,"TNT advances to the semis after defeating Alaska, 104-93! #PBACommsCup (Photos: PBA Media Group)pic.twitter.com/VMK9EtucRK",2,0,#PBACommsCup
0,2019-07-24 10:48:35+00:00,gmanews_sports,,"SMB punches ticket to the semis after victory over NorthPort, 90-88. #PBACommsCup (Photos: PBA Media Group)pic.twitter.com/QUIEtDVvtr",4,1,#PBACommsCup
0,2019-07-24 10:38:04+00:00,gmanews_sports,,"After Mayweather taunted him on Instagram, Pacquiao responds and calls for #MayPac2 http://bit.ly/2LCJmXF pic.twitter.com/I7YULgomBd",17,3,#MayPac2
0,2019-07-24 10:13:03+00:00,gmanews_sports,,"LOOK: Sen. Bong Go, Speaker Alan Peter Cayetano, Exec. Secretary Salvador Medialdea, sports officials pose with Filipino athletes who will compete in the Southeast Asian Games 2019 | via @Joseph_Morongpic.twitter.com/Nix6gR3lRI",28,4,
0,2019-07-24 09:42:35+00:00,gmanews_sports,,LOOK: Tokyo unveils designs for 2020 Olympic medals made from recycled electronic wastehttp://bit.ly/32Ql41G,137,17,
0,2019-07-24 03:46:11+00:00,gmanews_sports,,https://twitter.com/MannyPacquiao/status/1153863517629505537 …,4,1,
0,2019-07-24 02:12:19+00:00,gmanews_sports,,"Lillard, DeRozan join Team USA exodushttp://bit.ly/2JLU0Jd",1,0,
0,2019-07-24 02:10:53+00:00,gmanews_sports,,Kawhi meets Pacman in Vegashttp://bit.ly/2JMLJ7Y,4,0,
0,2019-07-24 00:40:39+00:00,gmanews_sports,,"The Houston Rockets agreed to a deal with free agent guard Ben McLemore on Tuesday, the team announced.http://bit.ly/2JLIkX6",2,0,
0,2019-07-23 23:36:46+00:00,gmanews_sports,,"The Phoenix Suns officially signed backup power forward Cheick Diallo to a multiyear free-agent contract, the team announced Tuesday.http://bit.ly/2Y2liUv",0,0,
0,2019-07-23 18:42:02+00:00,gmanews_sports,,Let's Dance. Nike has signed Zion Williamson to its Jordan brand.https://bit.ly/32LiEkN,10,3,
0,2019-07-23 16:23:19+00:00,gmanews_sports,,No Dame and DeMar for Team USA in the upcoming FIBA World Cup.http://bit.ly/2Szio3D,9,1,
0,2019-07-23 12:31:27+00:00,gmanews_sports,,Pacquiao won’t retire from boxing just yet: Masaya pa akong lumalabanhttp://bit.ly/2Gnk77a,46,7,
0,2019-07-23 10:26:10+00:00,gmanews_sports,,"Ginebra books ticket to the #PBACommsCup semis after defeating Magnolia, 106-80. (Photos: PBA Media Group)pic.twitter.com/PPHtRwBAdf",4,0,#PBACommsCup
0,2019-07-23 09:15:00+00:00,gmanews_sports,,Senate adopts resolution honoring Pacquiao for win vs. Thurmanhttp://bit.ly/2JLR5k0,27,3,
0,2019-07-23 06:47:50+00:00,gmanews_sports,,Mayweather made ‘special advisor’ to China boxing teamhttp://bit.ly/30RT3Vz,4,1,
0,2019-07-22 17:10:47+00:00,gmanews_sports,,Sen Manny Pacquiao returned to the Philippines past 12 mn Tuesday after his victory against Thurman : SAPJJ. | via @amitalegaspipic.twitter.com/yypt3wxRpf,10,0,
0,2019-07-21 13:06:30+00:00,gmanews_sports,,"Do-or-die din para sa seryeng ito! SMB, tinalo ang NorthPort, 98-84.https://twitter.com/pbaconnect/status/1152927310934228993 …",6,0,
0,2019-07-21 11:37:33+00:00,gmanews_sports,,"Manny Pacquiao and Keith Thurman on Sunday traded compliments following their split decision 12-round fight that ended in favor of the Philippine senator. Manny Pacquiao, Keith Thurman trade compliments after split-decision fight https://shar.es/a0Med9 via @gmanews",3,0,
0,2019-07-21 10:45:27+00:00,gmanews_sports,,"Alaska Aces live for one more day in the quarters after defeating TNT KaTropa, 108-72 | @pbaconnecthttps://twitter.com/pbaconnect/status/1152891495608811520 …",2,0,
0,2019-07-21 09:04:11+00:00,gmanews_sports,,The UP Fighting Maroons won the BLIA Cup in Taiwan!https://twitter.com/upmbt/status/1152863734215274496 …,21,1,
0,2019-07-21 07:20:51+00:00,gmanews_sports,,"Thurman on Pacquiao: He was fast, he was strong. He still has a lot of youth left in him. #PacquiaoThurmanpic.twitter.com/qqbHPhN2F8",68,10,#PacquiaoThurmanpic
0,2019-07-21 06:57:42+00:00,gmanews_sports,,Pacquiao on Thurman: His journey does not end tonight. #PacquiaoThurmanpic.twitter.com/j0wmUsQWnD,23,4,#PacquiaoThurmanpic
0,2019-07-21 05:05:18+00:00,gmanews_sports,,JUST IN: Manny Pacquiao takes the WBA Super Welterweight title after beating Keith Thurman via split decision. | #PacquiaoThurman via @mavgonzalespic.twitter.com/7efq4kXfxx,33,10,#PacquiaoThurman
0,2019-07-21 04:22:04+00:00,gmanews_sports,,Pacquiao trying to bait Thurman to come in as the 3rd round comes to a close. | #PacquiaoThurman via @raffytima READ MORE:http://bit.ly/2M4c8jc,1,0,#PacquiaoThurman
0,2019-07-21 04:20:43+00:00,gmanews_sports,,Round number 3 starts. Pacquiao clearly ahead after knocking down Thurman in the first round. WBA champion was too careful in the second round. | #PacquiaoThurman via @raffytima READ MORE: http://bit.ly/2M4c8jc,2,0,#PacquiaoThurman
0,2019-07-21 04:18:00+00:00,gmanews_sports,,Pacquiao still dominates round 2 with several combinations. | via @mavgonzales READ MORE: http://bit.ly/2M4c8jc,4,0,
0,2019-07-21 04:14:09+00:00,gmanews_sports,,Pacquiao knocks down Thurman late in the first round! #PacquiaoThurman | via @mavgonzales,9,2,#PacquiaoThurman
0,2019-07-21 03:11:59+00:00,gmanews_sports,,"For updates on the #PacquiaoThurman fight, follow this: LIVE: Manny Pacquiao vs. Keith Thurman round-by-round results https://shar.es/a0MvZ7 via @gmanews",5,3,#PacquiaoThurman
0,2019-07-20 16:01:33+00:00,gmanews_sports,,"Earlier, Ginebra defeated Magnolia, 85-79, in their best-of-three quarters series. (Photos: PBA Media Group)pic.twitter.com/b52JMI1iHU",8,0,
0,2019-07-20 10:45:19+00:00,gmanews_sports,,Rain or Shine draws first blood!https://twitter.com/pbaconnect/status/1152525798126919681 …,4,0,
0,2019-07-19 14:02:10+00:00,gmanews_sports,,"Alaska books final ticket to QF bus with OT win over Meralco, 108-103. #PBACommsCup (Photos: PBA Media Group)pic.twitter.com/erLGi3A6rt",2,0,#PBACommsCup
0,2019-07-19 10:35:00+00:00,gmanews_sports,,"Derek scored on a backdoor cut early in the fourth period, sending the crowd into a frenzy.http://bit.ly/2LtwrXT",27,4,
0,2019-07-19 09:47:21+00:00,gmanews_sports,,MMA: Folayang more determined to win due to Grand Prix announcementhttp://bit.ly/30IrcqW,15,1,
0,2019-07-18 11:24:58+00:00,gmanews_sports,,Palace wishes Pacquiao ‘best of luck’ ahead of Thurman bouthttp://bit.ly/2GcMo0n,5,1,
0,2019-07-18 00:33:45+00:00,gmanews_sports,,Mayweather 'zero interest' in Pacquiao rematch — reporthttp://bit.ly/2Gc7sEf,1,0,
0,2019-07-18 00:32:39+00:00,gmanews_sports,,"Free-agent forward Cheick Diallo agreed to a two-year contract with the Phoenix Suns, ESPN reported Wednesday.http://bit.ly/2LYNmRs",2,0,
0,2019-07-17 12:53:06+00:00,gmanews_sports,,"Earlier: Meralco wins over SMB, 95-91. With the win, the Bolts set up a playoff against the Alaska Aces for the eighth QF slot. (Photos: PBA Media Group)pic.twitter.com/gMZVnth1Wo",6,0,
0,2019-07-16 00:28:30+00:00,gmanews_sports,,"Golden State Warriors general manager Bob Myers was hopeful his team would retain Kevin Durant since it could offer a five-year, $221 million contact.http://bit.ly/2SiLfsR",4,0,
0,2019-07-15 17:40:05+00:00,gmanews_sports,,Kasama ang NBA player na si Jordan Clarkson sa listahan ng Gilas Pilipinas pool na isinumite para sa 2019 FIBA World Cup.https://bit.ly/2Y8SU2c,65,12,
0,2019-07-15 16:58:27+00:00,gmanews_sports,,The Gilas Pilipinas pool for the 2019 #FIBAWC!https://twitter.com/officialSBPinc/status/1150759748960018433 …,1,1,#FIBAWC
0,2019-07-14 18:30:17+00:00,gmanews_sports,,"At 4 hours and 57 minutes it was the longest final at #Wimbledon. Congratulations, @DjokerNole!http://bit.ly/2XNGVmz",113,23,#Wimbledon
0,2019-07-14 18:21:05+00:00,gmanews_sports,,Djokovic's fifth #Wimbledon title!https://twitter.com/Wimbledon/status/1150469201485803522 …,57,7,#Wimbledon
0,2019-07-14 18:15:02+00:00,gmanews_sports,,The winning moment for Djokovic! #WimbledonFinalhttps://twitter.com/Wimbledon/status/1150467934067810307 …,5,1,#WimbledonFinalhttps
0,2019-07-14 18:10:03+00:00,gmanews_sports,,". @DjokerNole wins his fifth #Wimbledon title in an instant classic, defeating Roger Federer 7-6(5), 1-6, 7-6(4), 4-6, 13-12(3) | #WimbledonFinal via @Wimbledon",28,7,#Wimbledon #WimbledonFinal
0,2019-07-14 18:08:48+00:00,gmanews_sports,,Novak Djokovic wins! #Wimbledon,5,0,#Wimbledon
0,2019-07-14 18:00:45+00:00,gmanews_sports,,tie-break!https://twitter.com/Wimbledon/status/1150464856883105792 …,2,0,
0,2019-07-14 17:54:42+00:00,gmanews_sports,,Everyone still up?https://twitter.com/Wimbledon/status/1150461551595458560 …,8,2,
0,2019-07-14 13:19:28+00:00,gmanews_sports,,"Brownlee lists new career-high 50 points in Ginebra OT win over Columbian, 127-123. (Photo: PBA Media Group)pic.twitter.com/p31d2VySPz",85,13,
0,2019-07-14 12:01:00+00:00,gmanews_sports,,"""I didn't have any idea it was a sport. I thought it was the glue. That's why I chose rugby for sports.""http://bit.ly/2XTn4qe",1,0,
0,2019-07-14 10:32:10+00:00,gmanews_sports,,"Blackwater downs Alaska, 112-104. #PBACommsCup (Photos: PBA Media Group)pic.twitter.com/E0dwGz1fzd",2,0,#PBACommsCup
0,2019-07-14 07:52:22+00:00,gmanews_sports,,"""I'll put our roster up against anybody,"" Anthony Davis, a six-time All-Star, told the media. ""In a seven-game series, I think we'll come out victorious.""http://bit.ly/2XX9Jxa",28,3,
0,2019-07-14 04:09:22+00:00,gmanews_sports,,Ginto para sa ! Congratulations!!https://twitter.com/FISU/status/1149767143384395777 …,12,1,
0,2019-07-13 20:01:47+00:00,gmanews_sports,,"Welcome to the #LakeShow, Anthony Davis!https://twitter.com/NBA/status/1150130674520559616 …",2,0,#LakeShow
0,2019-07-13 15:08:49+00:00,gmanews_sports,,Halep stuns Williams to win Wimbledon titlehttp://bit.ly/2JxzjAY,33,3,
0,2019-07-13 13:14:09+00:00,gmanews_sports,,Philippine Football Women’s National Team moves up to number 67 in the FIFA rankings!https://twitter.com/PilipinasWNFT/status/1149837784644874240 …,76,10,
0,2019-07-13 12:01:00+00:00,gmanews_sports,,“I’ve lived in Manila longer than I lived in any city in the States. I’m from Manila. I’m from the Philippines.” Gabe Norwood has spent most of his basketball career representing flag and country. The Gilas Pilipinas veteran reflects on his journey home.http://bit.ly/2WAbhN2,31,7,
0,2019-07-12 18:47:09+00:00,gmanews_sports,,Federer defeats Nadal! #Wimbledonhttps://twitter.com/Wimbledon/status/1149751000422473729 …,7,0,#Wimbledonhttps
0,2019-07-12 14:01:04+00:00,gmanews_sports,,"NorthPort lists win no. 9, defeats Meralco, 93-92. #PBACommsCup (Photos: PBA Media Group)pic.twitter.com/dvfZz2NhrM",12,0,#PBACommsCup
0,2019-07-12 12:01:00+00:00,gmanews_sports,,"A former athlete decided to teach kids weightlifting to keep them away from a life scavenging in dumpsites. As their strength continues to grow with training, so does the size of their dreams.http://bit.ly/2XHCvBB",8,1,
0,2019-07-12 10:51:49+00:00,gmanews_sports,,"NLEX closes #PBACommsCup campaign with win over Phoenix, 87-85. (Photos: PBA Media Group)pic.twitter.com/x9ealzF2nK",5,0,#PBACommsCup
0,2019-07-12 02:14:30+00:00,gmanews_sports,,"Free agent forward Trey Lyles has agreed on a two-year contract with the San Antonio Spurs, according to multiple reports.http://bit.ly/2LohQNx",2,0,
0,2019-07-12 01:50:20+00:00,gmanews_sports,,Reports: Thunder trade Westbrook to Rockets for Paulhttp://bit.ly/2JJA20O,14,6,
0,2019-07-11 03:18:01+00:00,gmanews_sports,,Roach eager for Pacquiao-Mayweather rematchhttp://bit.ly/2XALVQl,2,0,
0,2019-07-10 15:17:00+00:00,gmanews_sports,,Confetti flies on Broadway as New York fetes US women’s soccer teamhttp://bit.ly/2LJmVPH,0,0,
0,2019-07-10 13:57:59+00:00,gmanews_sports,,"SMB dominates Phoenix, 128-108. Beermen now with 4-5 win-loss card, while Fuelmasters slides to 4-6. #PBACommsCup (Photos: PBA Media Group)pic.twitter.com/PvWN7zqAhX",3,0,#PBACommsCup
0,2019-07-10 13:51:13+00:00,gmanews_sports,,"Earlier: Rain or Shine wins over Magnolia, 86-82. #PBACommsCup2019 (Photos: PBA Media Group)pic.twitter.com/VOFNwGEKFJ",4,0,#PBACommsCup2019
0,2019-07-09 06:30:00+00:00,gmanews_sports,,Point guard Avery Bradley signed a two-year deal with the Los Angeles Lakers after officially clearing waivers.http://bit.ly/2G2rscm,5,0,
0,2019-07-08 23:24:28+00:00,gmanews_sports,,The Golden State Warriors acquired forward/center Omari Spellman in a trade with the Atlanta Hawks and reportedly signed veteran guard Alec Burks on Monday.http://bit.ly/328nqse,0,0,
0,2019-07-08 11:32:46+00:00,gmanews_sports,,Manny Pacquiao to hold media workout ahead of Keith Thurman showdownhttp://bit.ly/30gj2FK,17,3,
0,2019-07-07 16:57:01+00:00,gmanews_sports,,USA wins the FIFA Women’s World Cup!https://twitter.com/FIFAWWC/status/1147911693277827073 …,43,4,
0,2019-07-07 13:18:12+00:00,gmanews_sports,,"Barangay Ginebra trounces Magnolia in #PBACommsCup, 102-81. (Photos: PBA Images)pic.twitter.com/y0nhFL6QSR",50,7,#PBACommsCup
0,2019-07-07 12:31:28+00:00,gmanews_sports,,"The newest member of the 5K-points club, Paul Lee! (Photo: PBA Media Group)pic.twitter.com/HMzo63iSim",66,3,
0,2019-07-07 12:11:58+00:00,gmanews_sports,,"Gilas Pilipinas Youth ends FIBA U19 World Cup campaign at 14th place after a heartbreaking defeat against New Zealand, 76-70. (Photos: FIBA website)pic.twitter.com/23RBulxC6e",71,11,
0,2019-07-07 10:32:03+00:00,gmanews_sports,,"TNT defeats Blackwater, 115-97, and is now assured of a twice-to-beat advantage. #PBACommsCup (Photos: PBA Media Group)pic.twitter.com/zKQH8IbSPg",3,1,#PBACommsCup
0,2019-07-07 10:09:02+00:00,gmanews_sports,,"San Beda opens title defense campaign with a win over Arellano, 59-46. #NCAASeason95",3,1,#NCAASeason95
0,2019-07-07 09:07:42+00:00,gmanews_sports,,Yasmien is a proud alumna! #NCAASeason95http://bit.ly/2L6lefz,12,1,#NCAASeason95http
0,2019-07-07 08:31:00+00:00,gmanews_sports,,"The Memphis Grizzlies will retire No. 11 in honor of guard Mike Conley, who officially was traded Saturday to the Utah Jazz.http://bit.ly/2YDGkoD",2,1,
0,2019-07-07 08:08:57+00:00,gmanews_sports,,No. 1 overall pick Zion Williamson will miss the rest of the NBA summer league schedule after suffering a bruised left knee in his debut on Friday night.http://bit.ly/2YBYXJO,3,0,
0,2019-07-07 08:07:21+00:00,gmanews_sports,,"LPU Pirates open #NCAASeason95 with win over Letran Knights, 84-80.",3,0,#NCAASeason95
0,2019-07-07 08:05:13+00:00,gmanews_sports,,"Thunder, Westbrook in talks about future —reporthttp://bit.ly/30ij5AW",16,1,
0,2019-07-06 07:42:20+00:00,gmanews_sports,,"JUST IN: Clippers make their move, land Kawhi Leonard, Paul Georgehttp://bit.ly/2L3O0gY",12,2,
0,2019-07-06 07:33:13+00:00,gmanews_sports,,"JUST IN: Clippers make their move, land Kawhi Leonard, Paul George http://bit.ly/2JqUl2R",5,0,
0,2019-07-04 01:30:10+00:00,gmanews_sports,,"The Phoenix Suns dealt former fourth overall pick Josh Jackson to the Memphis Grizzlies on Wednesday in a trade involving four players and two draft picks, according to an ESPN report.http://bit.ly/2JlkKz0",3,0,
0,2019-07-03 17:18:44+00:00,gmanews_sports,,"Gilas Pilipinas Youth ends their campaign in the FIBA U19 World Cup after the loss against Serbia, 87-60.https://twitter.com/officialSBPinc/status/1146467292118573056 …",8,1,
0,2019-07-03 01:06:32+00:00,gmanews_sports,,Jeff Green agrees to one-year deal with Jazz —reportshttp://bit.ly/308yMe8,3,0,
0,2019-07-02 19:42:43+00:00,gmanews_sports,,JUST IN: Russia wins over Gilas Youth in the FIBA U19 World Cup.https://twitter.com/officialSBPinc/status/1146138133588660225 …,1,0,
0,2019-07-02 04:35:21+00:00,gmanews_sports,,"Well-traveled guard Isaiah Thomas agreed to a one-year deal with the Washington Wizards on Monday, ESPN's Adrian Wojnarowski reported.http://bit.ly/2LtK7RT",5,0,
0,2019-07-02 02:41:42+00:00,gmanews_sports,,"Looney re-signs with Warriors for three years, $15Mhttp://bit.ly/309FHUp",9,1,
0,2019-07-01 08:27:19+00:00,gmanews_sports,,Nadal happy to see Murray back on courthttp://bit.ly/2RMkXip,28,6,
0,2019-07-01 05:28:20+00:00,gmanews_sports,,Kevin Belingon and Bibiano Fernandes to meet a 4th time in Japan in Octoberhttp://bit.ly/300zPNa,4,1,
0,2019-07-01 03:18:24+00:00,gmanews_sports,,From Kevin Durant’s @boardroom earlier — He will sign with the Brooklyn Nets! Reports say Brooklyn will also sign Kyrie Irving and DeAndre Jordan.https://twitter.com/boardroom/status/1145452678190948355 …,4,0,
0,2019-06-30 19:51:48+00:00,gmanews_sports,,"Gilas Pilipinas Youth falls short against Argentina in the FIBA U19 World Cup, 77-72.https://twitter.com/officialSBPinc/status/1145404637077336064 …",4,1,
0,2019-06-30 14:33:55+00:00,gmanews_sports,,"Congratulations, Kevin and Selina!https://twitter.com/gmanews/status/1145339499297177606 …",6,0,
0,2019-06-30 13:28:43+00:00,gmanews_sports,,"Barangay Ginebra defeats Alaska, 118-106. #PBACommsCup (Photos: PBA Media Group)pic.twitter.com/D917H9cR25",88,12,#PBACommsCup
0,2019-06-30 11:01:08+00:00,gmanews_sports,,"Columbian Dyip ekes out win against SMB, 134-132 in OT. #PBACommsCup (Photos: PBA Media Group)pic.twitter.com/yJiepN5HRT",28,3,#PBACommsCup
0,2019-06-30 09:00:27+00:00,gmanews_sports,,SBP committed to AJ Edu despite ACL tear at FIBA U19 World Cuphttp://bit.ly/2KOM244,22,2,
0,2019-06-30 08:33:59+00:00,gmanews_sports,,"The newest member of the 5000-points club, Marcio Lassiter!https://twitter.com/pbaconnect/status/1145248277236875264 …",3,3,
0,2019-06-30 07:20:02+00:00,gmanews_sports,,"Gilas Pilipinas Youth falls to Greece in FIBA U-19 World Cup opener, 85-69. (Photos: FIBA website)pic.twitter.com/4174XDHi0R",8,0,
0,2019-06-28 06:19:50+00:00,gmanews_sports,,Folayang can prove he's world class in Alvarez clash – Team Lakay coachhttp://bit.ly/31QGvPw,7,0,
0,2019-06-28 00:39:20+00:00,gmanews_sports,,"The Boston Celtics are expected to make All-Star guard Kemba Walker a four-year, $141-million contract offer when free agency opens Sunday, ESPN's Adrian Wojnarowski reported.http://bit.ly/2X8P6ts",2,0,
0,2019-06-27 08:41:14+00:00,gmanews_sports,,IN PHOTOS: James Harden came out to play during his Manila fan meethttp://bit.ly/2X9Qh0H,6,0,
0,2019-06-27 07:56:20+00:00,gmanews_sports,,James Harden names his NBA Mount Rushmorehttp://bit.ly/2YdC7Yx,18,1,
0,2019-06-27 07:22:19+00:00,gmanews_sports,,James Harden says Manila is his favorite place in the worldhttp://bit.ly/2ZOzqNz,164,19,
0,2019-06-27 01:45:47+00:00,gmanews_sports,,"Marc Gasol takes $25.6 mil option, returns to NBA champ Raptorshttp://bit.ly/2XyuEGC",3,0,
0,2019-06-26 16:29:48+00:00,gmanews_sports,,JUST IN: Kevin Durant has declined his $31.5 million player option with the Golden State Warriors and will become an unrestricted free agent.http://bit.ly/2X567JI,51,22,
0,2019-06-26 02:05:28+00:00,gmanews_sports,,Raptors president confident team can sign Kawhi Leonardhttp://bit.ly/2ZQ5a5c,5,0,
0,2019-06-25 10:34:14+00:00,gmanews_sports,,"The PBA D-League 2019 champs, Cignal-Ateneo! (Photo: PBA Media Group)pic.twitter.com/Pa0XzJkZrN",38,1,
0,2019-06-25 06:03:58+00:00,gmanews_sports,,Federer looks to turn number nine Wimbledon dream into realityhttp://bit.ly/2IF0hWF,1,0,
0,2019-06-25 04:18:09+00:00,gmanews_sports,,Bucks’ Antetokounmpo named NBA Most Valuable Playerhttp://bit.ly/2Xwj6DE,73,6,
0,2019-06-25 03:33:24+00:00,gmanews_sports,,Giannis dedicates his award to his parents: “You’re my true hero.”https://twitter.com/NBATV/status/1143359286774341633 …,41,7,
0,2019-06-25 03:21:41+00:00,gmanews_sports,,"Congratulations, MVP!pic.twitter.com/7lYGOIkBMX",17,4,
0,2019-06-25 03:20:11+00:00,gmanews_sports,,The Greek Freak! Giannis Antetokoumpo is your 2018-2019 NBA MVP!https://twitter.com/NBA/status/1143357486885429248 …,44,8,
0,2019-06-25 03:15:41+00:00,gmanews_sports,,"Kiefer’s back in practice for NLEX! Last night, he attended practice for Gilas Pilipinas.https://twitter.com/ArangkadaNLEX/status/1143314356563632128 …",6,0,
0,2019-06-25 03:11:14+00:00,gmanews_sports,,Mike Budenholzer — 2018-2019 NBA Coach of the Year!https://twitter.com/NBA/status/1143346008673398785 …,12,1,
0,2019-06-25 03:10:43+00:00,gmanews_sports,,Lou Williams — 2018-2019 NBA Sixth Man of the Year!https://twitter.com/NBA/status/1143334774020419584 …,10,1,
0,2019-06-25 03:10:15+00:00,gmanews_sports,,"NBA awards: Doncic top rookie, Siakam most improvedhttp://bit.ly/2ZOZkRx",9,5,
0,2019-06-25 03:10:04+00:00,gmanews_sports,,Pascal Siakam — 2018-2019 NBA Most Improved Player!https://twitter.com/NBA/status/1143329379117916160 …,47,3,
